name,screen_name,followers_count,friends_count,post_count,lang,location,default_profile_image,profile_use_background_image,verified,description,created_at,label,has_location,location_clean,is_real_location
ℛê¢kℓê§§,EvilChalene,87.0,345.0,2757.0,en,Inside Your Closet,False,True,False,【I CURSE A LOT】»Artist« »Violinist« »AgnosticAtheist« »RockerForLife« »16« »Anime« »Manga« 【ASKING ALEXANDRIA】 IG: error404_roro_notfound,29-04-2011 17:25,0,1,inside your closet,False
Olivia GN,OlivGN,2112.0,1923.0,9289.0,es,Madrid Spain Europe,False,False,False,Lawyer #climatechange #savethearctic #humanrights  Understand me...I do not have time for things that have no soul.  #cinephile  #art #philosophy,06-09-2011 09:32,0,1,madrid spain europe,True
yung jiblets,Omar_Sam15,239.0,284.0,47.0,en,,False,False,False,Happiness Only Real When Shared,27-03-2010 15:55,0,0,,
ओमेश खड्का,Omesh55,399.0,471.0,5098.0,en,Somewhere over the rainbow,False,True,False,"If U've recently followed me under d impression that I might tweet something funny, I've got some bad news 4 U ツMusiclover #Me & My Attitude, it's enough!",18-07-2011 08:50,0,1,somewhere over the rainbow,False
Omneya,OmneyaDessouky,722.0,437.0,14554.0,en,"Orlando, FL",False,True,False,Being weird is a wonderful thing.,11-06-2012 23:29,0,1,"orlando, fl",True
Kate Olson,OnTheJumbotron,521.0,220.0,23014.0,en,Los Angeles,False,True,False,"I run (#HSHive #Aevok), roam, and climb. Rambles & reflections. #LosAngeles Insta/Snap: @OntheJumbotron",20-02-2009 19:38,0,1,los angeles,True
S,Onanmebaby,987.0,272.0,35393.0,en,,False,True,False,Usuario no entregó descripción de perfil,24-12-2010 06:16,0,0,,
★Miss Audrey★,QueenLadyLegacy,381.0,541.0,15939.0,en,Wherever my spirt takes me,False,True,False,"2014 Miss US Virgin Islands Plus America & 2014 Miss USVI Large & In-Charge. Pageant Queen, Model, Blogger, Radio Personality.",28-05-2009 01:23,0,1,wherever my spirt takes me,False
Jackie S.,Only_glitzie,92.0,475.0,1367.0,en,Huntington Park,False,True,False,just like honey,15-06-2011 01:26,0,1,huntington park,True
OptimusProductionsTT,Optimusprott,489.0,1169.0,3017.0,en,Trinidad and Tobago,False,True,False,Optimus ProductionsTT is a company locally owned and housed in Trinidad where it features the work of producer Jesse John,11-11-2013 16:18,0,1,trinidad and tobago,True
Trang D. Nguyen,TrangDNguyen,1384.0,716.0,41574.0,en,"San Jose, CA",False,True,False,Girl power advocate & phở aficionado.,24-03-2009 00:40,0,1,"san jose, ca",True
Eric R Martin,OriginalEmar,35.0,61.0,71.0,en,"Silver Spring, MD",False,True,False,"Freelance camera man, editor, dad & cook.",06-02-2015 14:40,0,1,"silver spring, md",True
ĪĪwoKay™,OriginalKarry,738.0,983.0,22198.0,en,,False,True,False,Humble Ass Dude.. May God be with you.. #ABM #ATM,18-09-2010 05:22,0,0,,
Orin Swanston,OrinSwanston,20.0,21.0,280.0,en,Trinidad & Tobago,True,True,False,"Lead Developer @sightFACTORY a Digital Media Studio specializing in developing corporate software, websites and mobile apps",29-04-2013 04:40,0,1,trinidad  tobago,True
AuroraBorealis,OroraBorealis,247.0,475.0,8358.0,en,India,False,True,False,Indian. Sanatani Hindu.RT does'nt mean endorsement.,31-07-2011 11:01,0,1,india,True
Osama Ahmed,Osos4aReason,167.0,312.0,5514.0,en,old Trafford welad elkalb,False,True,False,"MUFC for life idk why. Gamer, I'm told that I'm funny. Scorpio 17/11",28-05-2010 20:11,0,1,old trafford welad elkalb,False
Owaiz,Owaizoo,81.0,126.0,679.0,en,Islamabad,False,True,False,"Depressed, random, odd, freak, boring, stare-into-blankness kind. And a writer. Yes, writer!",23-01-2009 18:21,0,1,islamabad,True
Janice Davidson,PCGJan,912.0,1243.0,16058.0,en,"Guthrie, OK",False,True,False,"Favor is deceitful, and beauty is vain: but a woman that fears the Lord, she shall be praised. - Proverbs 31:30. Retired law enforcement communications.",09-02-2011 17:55,0,1,"guthrie, ok",True
Peter Hamilton,PH_film,1321.0,2161.0,18032.0,en,México ,False,True,False,"Entertainment industry dealmaker •

 

Dog lover - Tequila drinker",21-06-2010 23:57,0,1,méxico,True
Patrick Furlong,PJ_Furlong,85.0,284.0,1086.0,en, Ontario,False,True,False,Usuario no entregó descripción de perfil,21-04-2013 06:08,0,1,ontario,True
posh queen,DIORHEIR,2742.0,82.0,11388.0,en,,False,True,False,being a dream girl is exhausting,20-03-2011 08:12,0,0,,
Predrag Vasiljevic,PVasiljevic,1509.0,1261.0,118323.0,en,-,False,True,False,"Industrial Designer, Hobbyist, Modeler, Photographer, ex-videogamer, warmonger. Subtle as a baseball bat.
https://t.co/HNir1r3Xat",30-05-2011 21:25,0,1,,False
PZFeed Ebooks,PZbooks,2921.0,67.0,46416.0,en,,False,True,False,Usuario no entregó descripción de perfil,14-01-2015 06:14,0,0,,
Pablo Cruz,pabluesclues,955.0,207.0,19299.0,en,Earth,False,False,False,The kid with big big dreams,07-11-2009 03:16,0,1,earth,True
Paige Williams,Paigenwilliams,342.0,320.0,8304.0,en,Oh Kay Cee,False,True,False,Leave a little sparkle wherever you go. ✨,20-01-2011 06:08,0,1,oh kay cee,True
Paloma Casillas,PalomaCasillas,1050.0,2088.0,5910.0,es,Madrid,False,True,False,"International #journalist, currently specialising in #B2B PR& Coms at @Evercom Food lover. News junkie.",16-09-2010 08:12,0,1,madrid,True
Roy Yen,PangHsiu,45.0,140.0,106.0,zh-TW,Taiwan,False,False,False,Fastener & Furniture,14-02-2015 15:39,0,1,taiwan,True
Parker Stricklen,ParkeyPark,759.0,380.0,55723.0,en,"Loudonville, OH",False,True,False,Moon of my life @AllyHammer ❤,17-01-2012 19:23,0,1,"loudonville, oh",True
Parth Kotecha,Parthuu7,269.0,374.0,5515.0,pt,London/ Lisbon ,False,True,False,"Respect
Believe
Achieve
Appreciate",22-08-2011 23:33,0,1,london lisbon,True
Patricia Madriaga,PatMadriaga,195.0,114.0,4532.0,en,IG:madpatricia SNPCHT:madypaty,False,True,False,Psych grad. Rpm.,23-07-2010 11:44,0,1,igmadpatricia snpchtmadypaty,False
ღ🦋Ɩąɖყ ɠཞɛყ🦋ღ,MzMercurial,1681.0,948.0,135765.0,en,"Yokohama-shi, Kanagawa",False,True,False,🔺CrAzySeXyCoOl🔻A human. Being.✨ Mercurial💥Sapiosexual✨Quaintrelle💥 ✨Ambivert✨Libran ♎️ 💥 ✨#MUFC🔴😈 ⚽️#HalaMadrid ✨IG & Snapchat: camealie✨,06-07-2009 14:21,0,1,"yokohamashi, kanagawa",True
Patricia R,PatriciaRldn,123.0,137.0,6329.0,en-gb,,False,True,False,"Namaste. Puedo leer la mente, vale, sólo la mía, pero no es tan sencillo como parece.",06-03-2010 20:53,0,0,,
Patrick Gall,PatrickBGall,248.0,327.0,2894.0,en,"Santa Barbara, CA",False,True,False,"Marketing @sonos Love music, technology and traveling. Hup Holland!",21-12-2011 03:55,0,1,"santa barbara, ca",True
Pat Pat,PatrickLuzadas,448.0,218.0,12263.0,en,,False,True,False,Usuario no entregó descripción de perfil,30-09-2013 05:49,0,0,,
Patrick Nigel Albert,Patrickshoo,222.0,122.0,22567.0,en,,False,False,False,Get lucky and Stay lowkey 😸 Livin in a marketing world,19-03-2012 11:07,0,0,,
Paul Willis,PaulWil84104469,408.0,2316.0,3212.0,en,Nelson,False,True,False,"Former senior NZ career diplomat with expertise in Asia, the South Pacific and in strategic and operational planning.",14-06-2013 00:16,0,1,nelson,True
Paul Youlten,Payo,540.0,2745.0,1969.0,en,Europe,False,True,False,Along the wiki way,10-03-2007 22:25,0,1,europe,True
Zully 🌹-(._. )~,PeeCheeOliveros,150.0,158.0,9045.0,en,,False,False,False,I'm my own priority and my own hero.,06-03-2014 21:59,0,0,,
Patrick Bohmizzle 🌚,PeeTreecia,242.0,404.0,1998.0,en,Twitter,False,True,False,Master of karate and friendship for everyone. #TWU20,08-11-2014 22:38,0,1,twitter,True
Andres Gomez,Peeps_86,189.0,187.0,6846.0,en,,False,True,False,aviation and car pictures https://t.co/FjOIaQVPtt IG: @peeps_e90 @memphis_aviation,07-01-2010 05:45,0,0,,
Chiquito,Pelonito_,415.0,393.0,19029.0,en,"CA,USA-Earth-Milky Way Galaxy",False,True,False,Relax I'm only 6'3,12-05-2012 19:44,0,1,"ca,usaearthmilky way galaxy",False
1989 honda accord lx,Penguin_Stank,243.0,784.0,6439.0,en,totally not the usa,False,True,False,i was young and thought i didn't have to care about anything but im older now and know that i should,01-08-2011 18:50,0,1,totally not the usa,False
Nate,N8_N8_,170.0,100.0,11520.0,en,TARDIS,False,True,False,"pas mal, pas mal du tout... | JESA '17 | Ebs🖤",28-10-2013 17:00,0,1,tardis,True
Peshala Jayasekara,Peshala_J,72.0,86.0,953.0,en,"Colombo, Sri Lanka",False,True,False,"Senior Lecturer, University of Moratuwa, Sri Lanka",10-05-2011 07:07,0,1,"colombo, sri lanka",True
Pete Ford,PeteFordTheory,122.0,59.0,1045.0,en,"Toledo, OH",False,True,False,"Music Theory Professor, Jazz Pianist, Composer, occasional Hammond player, Private Pilot, Pacifist, Punster. I like cats also.",11-03-2013 01:57,0,1,"toledo, oh",True
Petri 🦁,pettiiwap,214.0,55.0,8825.0,en,,False,True,False,Usuario no entregó descripción de perfil,28-05-2012 18:00,0,0,,
PJ Warren,PijWarren,293.0,191.0,919.0,en,Auckland NZ,False,False,False,Video producer at Xero with a side of motion graphics and photography,19-10-2009 12:14,0,1,auckland nz,True
Heather  #MAGA,Pilotwife0360,1824.0,1476.0,11272.0,en,Malibu Ca. & Yellowstone NP,False,True,False,Happily Married!! 12/27/14. Citation CJ4 Pilot and Owner. I love to dance & I have weird cats. Married to a 747 Captain✈️😎,17-01-2015 18:03,0,1,malibu ca  yellowstone np,False
Pinekatz,Pinekatz,295.0,725.0,8247.0,en,California,False,False,False,Usuario no entregó descripción de perfil,21-06-2009 22:12,0,1,california,True
Sarah Gael,sarah_gael,48.0,135.0,1537.0,en,"London, England ",False,True,False,"I smile, I dream, I write, I read, I love, I travel, I blog, I'm just me. Follow me on Snapchat! Sarah.gael",12-05-2013 23:41,0,1,"london, england",True
Pilosopong Pinoy,Pinoykritiko,832.0,942.0,13288.0,en,,False,True,False,"NEWS cruncher, Weather and Typhoon Enthusiast , Philippine TV Critic",26-02-2009 15:23,0,0,,
Pitjiro,Pitjiro,88.0,112.0,3224.0,es,MAD,False,True,False,chill | edgy | meme lover,01-05-2012 02:19,0,1,mad,True
Plain English,PlainEnglish4U,112.0,310.0,306.0,es,Talavera de la Reina,False,True,False,Profesores nativos bilingües en Talavera. Te ayudamos con tus exámenes y a mejorar tu nivel de conversación,13-08-2012 07:37,0,1,talavera de la reina,True
Poetic Lucky,Poeticlucky,2322.0,672.0,11274.0,en,"Palm Coast, FL",False,True,False,Music For Your Soul✨🌹,14-08-2013 01:18,0,1,"palm coast, fl",True
dani's old account,heavensuphere,7453.0,48.0,33375.0,en,,False,True,False,moved accounts...,03-05-2014 02:01,0,0,,
Morgan Johnson,Poormojo,572.0,426.0,40190.0,en,"Oakland, CA",False,True,False,USA Today bestselling author. Graphic designer. He/him.,21-03-2007 23:43,0,1,"oakland, ca",True
Paulo C,PopCorn_Lord,600.0,597.0,12476.0,es,Omnipresente,False,True,False,"Para que nada nos separe, que nada nos una ""No, tú eres el héroe de esta película, papá!!"". #F1 #Steelers #NFL #Pens",06-10-2010 07:53,0,1,omnipresente,False
That_Pragmatic_Girl,Pragmatic_Girl_,1379.0,247.0,62373.0,en,New Delhi~Chennai~Tokyo,False,True,False,"I have promised myself that I will live the life of my dreams only .. Frangar, non Flectar",31-12-2009 04:21,0,1,new delhichennaitokyo,False
Feliany P.A. Siwi,Praycilliaa_,439.0,337.0,18716.0,id,"Indonesian, north sulawesi",False,True,False,This is where I pour out my feelings and my thoughts. Hoping to inspire and motivate for everyone of you,06-06-2012 10:44,0,1,"indonesian, north sulawesi",False
PP,PrestonParker24,1380.0,2363.0,7558.0,en,"Memphis, TN",False,False,False,Dyersburg State Baseball | Memphis |snapchat - prestonparker24 | CK^2,16-01-2012 05:21,0,1,"memphis, tn",True
hugh,PrettyLittleZNH,427.0,241.0,24974.0,en,"Huguley, AL",False,True,False,Usuario no entregó descripción de perfil,15-03-2011 23:03,0,1,"huguley, al",True
Tyler Seaton,PrettySeaton,272.0,207.0,1117.0,en,,False,True,False,Usuario no entregó descripción de perfil,18-11-2011 21:51,0,0,,
rachel,Princess13535,313.0,387.0,4446.0,en,,False,True,False,"scorpio♏
18😚 
work at Victoria Secret💕",08-07-2011 22:50,0,0,,
Priscilla Mckenzie,PrisRaq89,49.0,235.0,1069.0,en,,False,True,False,Usuario no entregó descripción de perfil,15-08-2010 07:20,0,0,,
i pRO dEUCE,MikeGaetoMixing,468.0,1316.0,3095.0,en,"Los Angeles, CA",False,False,False,MIX/MASTER ENGINEER ****AATYD**** 1⃣/2⃣@88MPHOfficial,10-01-2011 00:33,0,1,"los angeles, ca",True
세이비아,Professor_Xzavr,482.0,195.0,12417.0,en,Philippines,False,True,False,You had me at 안녕. | John 13:7 | Apink | CVLEngr | @victorybaguio Music Team,06-01-2013 09:41,0,1,philippines,True
*trash can emoji*,jiminty_,3608.0,3002.0,31807.0,en,jimin's eyes,False,True,False,"지min and our 95 kids
//went to EPILOGUEinManila :--))))))",31-10-2013 14:18,0,1,jimins eyes,False
puuii,Puuchan_13,91.0,54.0,19416.0,en,,False,True,False,'Hate the sin but love the sinner' ♥♥I (hardly) SHIP EUNHAE♥♥,09-08-2013 17:16,0,0,,
Q92. Todays Best Mix,Q92Wichita,893.0,1275.0,2149.0,en,"Wichita, KS",False,True,False,Q 92.3 FM. Plays Todays Best Mix and Throwbacks! Brett & Tracy Mornings. And local winners only!,11-10-2014 20:57,0,1,"wichita, ks",True
Q. Stone Drulman,QS_drulman,282.0,180.0,4887.0,en,,False,False,False,University of Oklahoma wrestling alumni,16-02-2012 04:27,0,0,,
BALQISTUAH,Qisshes,597.0,217.0,34907.0,en,Neverland,False,True,False,"your game, my rules",20-04-2010 15:05,0,1,neverland,True
Quake Alarm México,QuakeAlarmMex,3529.0,336.0,16710.0,es,"Mexico , Guadalajara Jalisco",False,False,False,Desde 1999 Fabricante De Equipos Deteccion y Alertamiento Sismico Anticipado. Unicos Que Ya Han Salvado Vidas. Expertos en Prevencion Sismica Integral.,26-08-2009 22:59,0,1,"mexico , guadalajara jalisco",True
Kiara,QueenReyes18,334.0,166.0,36732.0,en,,False,True,False,08.18.14 ❤ Juan A. Reyes ❤| Future Nail Technician 💅🏼,25-07-2012 04:22,0,0,,
Queenzell,Kyuu_ss,84.0,109.0,3330.0,en,"Cebu City, Central Visayas",False,True,False,Taeyeon's,27-02-2014 11:26,0,1,"cebu city, central visayas",True
Qui™,QuiNigga__,497.0,232.0,12086.0,en,,False,True,False,sc: quishawngeer,06-03-2015 00:08,0,0,,
Miguel Quijano,_miguelquijano,637.0,493.0,8085.0,en,Katip mostly ,False,True,False,forever marla's,24-03-2012 10:08,0,1,katip mostly,False
2️⃣4️⃣🇮🇪🇬🇾,QuintaChante,1632.0,3384.0,32910.0,en,Where the wild things are,False,True,False,@sirelijahblake is bae 1/30/17 2/6/17 3/6/17,27-02-2012 04:42,0,1,where the wild things are,True
Quoink,Quoink,2387.0,1057.0,191365.0,en,,False,True,False,Hier kom kak,05-02-2009 22:44,0,0,,
Mary Rauvic Hebron,RAUVICsCube,387.0,459.0,13324.0,en,Manila,False,True,False,Thomasian-AMVian | God's Child | #FutureCPA #KeepingTheLoveOfArtAlive,01-07-2012 07:42,0,1,manila,True
KAI,REYKAI_,12396.0,2898.0,38514.0,en,Here,False,True,False,I'm a person. this is my twitter. @popevrything,18-05-2009 01:13,0,1,here,True
Rick Grubbs,RGrubbs1,160.0,469.0,782.0,en,"Lexington, SC",False,True,False,2011 PVA Winner for Best Male Performance,30-03-2009 11:59,0,1,"lexington, sc",True
Rebecca Priestley,RKPriestley,2264.0,1306.0,6266.0,en,"Wellington, New Zealand",False,True,False,"Historian of science - NZ, Antarctic and nuclear – writer, academic & pumice nerd. New book: Dispatches from Continent Seven: an anthology of Antarctic science",12-09-2010 07:09,0,1,"wellington, new zealand",True
shone,rnaldz25,167.0,654.0,2712.0,en,,False,False,False,"Athlete, Dancer, Singer etc.",23-08-2014 23:01,0,0,,
r,RSabbagh_,171.0,246.0,5136.0,en,,False,True,False,Usuario no entregó descripción de perfil,13-09-2014 18:38,0,0,,
Ｒ.高千穂,RTakachiho,26.0,91.0,1068.0,en,Japan,True,True,False,"Most of my favorite Yorkshire terrier is Sunday, 3 MAY, became a star. I am 2Maltese dog and 3Java sparrow and budgerigars be in order to live with.",03-02-2015 04:42,0,1,japan,True
Riley Cain⚾️,R_Cain02,924.0,293.0,7194.0,en,"Steele, MO 573",False,True,False,Trying to make my dreams come true⚾️ //////BTPMBTP.   Amanda Brooke is bae😍,17-03-2009 01:46,0,1,"steele, mo",True
Russell Parris,R_Parr17,227.0,182.0,707.0,en,"San Diego, CA",False,True,False,To be sucessful one must learn to separate while also conglomerate SDSU 20?? FIJI ΣΔ,15-10-2011 03:34,0,1,"san diego, ca",True
Raaghnie Autar,Raaghnie,1168.0,1596.0,34629.0,nl,,False,False,False,What nonsense?! Never mind,02-09-2010 23:00,0,0,,
Bill Wang,Rabbitmon,283.0,784.0,12029.0,en,"Taiwan, Taipei",False,True,False,Usuario no entregó descripción de perfil,18-03-2010 04:15,0,1,"taiwan, taipei",True
rach,RachaelMehrara,624.0,463.0,7638.0,en,,False,True,False,Usuario no entregó descripción de perfil,27-11-2012 02:32,0,0,,
Rachel Sears Casanta,RachelCasanta,4231.0,4075.0,5875.0,en,"Ventura, CA",False,True,False,"Rachel Sears Casanta is a Mom, Endurance Sports Coach @Hypercat Racing, former pro triathlete & animal lover who tweets triathlon, health & positive energy!",17-01-2010 16:24,0,1,"ventura, ca",True
+Angie+,animexnjh,3240.0,1678.0,46234.0,en,"California, USA",False,True,False,Lights will guide you home.,03-09-2012 01:29,0,1,"california, usa",True
Rahhul Aggarwal,Rahhul_Aggarwal,39.0,165.0,204.0,en,,False,True,False,Usuario no entregó descripción de perfil,31-03-2010 06:38,0,0,,
Rajan Talukder,Rajan_talukder,348.0,268.0,5384.0,en,"Bangladesh,Asia",False,True,False,"About me? I am a chakma... I am proud to be chakma... I love to be chakma.
you are welcome to follow me! i will try to follow you!",08-03-2010 11:23,0,1,"bangladesh,asia",True
R,RajatTheKhiladi,1799.0,164.0,57201.0,en,,False,True,False,Usuario no entregó descripción de perfil,05-05-2010 08:39,0,0,,
N Ioasa,RamFLX,114.0,350.0,4020.0,en,,False,True,False,"Live,laugh & love. All about that happy life。",03-03-2011 11:40,0,0,,
⠴⠥⠂⠝ ⠗⠂⠍⠕⠎,PincheJuxn,12836.0,1984.0,22322.0,en,"Dallas, TX",False,True,False,51/50 #CowboysNation,22-09-2011 02:38,0,1,"dallas, tx",True
Rancid Potato,RancidPotato,1730.0,969.0,117361.0,en,Trinidad and Tobago,False,True,False,"Arsenal Fan. 7th Day Adventist. Contrarian. Don't follow me, I will disappoint you.  Sarcastic Retweeter. Potato. Enthusiast.",16-01-2012 00:22,0,1,trinidad and tobago,True
R|&|Z Designs,RandZDesign,1.0,11.0,6.0,en,Baguio City,False,True,False,Quality & Personalize Print for Shirt | Swimwear | Jacket | Hoodee | 09175996371 | 09399283600 | robynaustinenterprises@gmail.com | IG: robynaustine,01-02-2015 22:47,0,1,baguio city,True
Randa,Randa4Z,490.0,585.0,16628.0,en,,False,True,False,Ailurophile,14-11-2010 21:55,0,0,,
Amayas G.,Random12multi,79.0,94.0,895.0,en,,False,True,False,I just love hanging around people :),05-05-2012 13:58,0,0,,
Pietro Blaximoff ™ ⚡,RandyS0725,2575.0,2042.0,319996.0,en,Planet Celadon,False,True,False,"Christian, Black man, nerd/geek: love reading+writing+comics+poetry+mythology+philosophy+psych+politics. Join me @ https://t.co/BsiuXPqDxv",19-09-2012 03:34,0,1,planet celadon,False
